,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
56,US,20370560,R3I217L0P5PRJ1,B000P22YTI,508170926,wubbanub infant plush toy pacifier green frog,Baby,5,0,0,N,Y,Our daughter loves it!,our daughter loves her frog so much that we now have two of them  this is great because if she wakes up in the middle of the night and wants her pacifier she can easily grab it herself,8/30/2015,0.99997973
57,US,14324704,R2WOALUE0F2T34,B0082I1IOO,658108028,"mam glow in the dark night orthodontic pacifier, girl, 6+ months, 2-count",Baby,5,0,0,N,Y,Five Stars,excellent,8/30/2015,0.999816
58,US,11209957,RJ2ESUGLL44TE,B0078HD4LK,376433342,"nuk pacifier, advanced orthodontic, colors may vary, 0-6 m, 2 pack",Baby,5,0,0,N,Y,My infant loves these. They are high-quality material and ...,my infant loves these they are highquality material and the nipple fit in my daughters mouth when she was only a few days old shes still using them at 7 weeks and will probably continue until she graduates to the larger size they seem a little pricey but i am willing to pay a higher price for nuk products,8/30/2015,0.99993527
59,US,9232648,R12GS48GGS342D,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",Baby,5,0,0,N,Y,!,good product as described arrived on time,8/30/2015,0.9985846
60,US,22407263,RF9AFROPBZDOB,B00BVUQEWG,211963857,"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack",Baby,5,0,0,N,Y,Great!,these arrived yesterday and im so excited our daughter spits her pacifiers out between rooms at night and i find myself frantically searching the dark floor i set them under a lamp for a few minutes and it was still glowing when i went t check on her hours later very happy with this purchase,8/29/2015,0.99705005
61,US,130819,RB9WN05XBWHNS,B00EDKT4UU,449819764,wubbanub infant pacifier - tiger,Baby,5,0,0,N,Y,Bought one because I heard good things about it,bought one because i heard good things about it my son loves it ill be buying more in the future,8/29/2015,0.999969
62,US,10544851,R19MRGJZHVATQ3,B00PF841HA,449026476,"philips avent freeflow pacifier bpa, free blue / white, 0-6 months",Baby,5,0,0,N,Y,Favorite pacifiers,these are our favorite pacifiers and i will continue to buy them for my own babies as well as gifts for others,8/29/2015,0.9999342
63,US,261873,R3K4BR7TIXGEOX,B00KCNIOUI,495764832,chicco pacifier soft silicone,Baby,2,0,0,N,Y,"The nipple part of the pacifier is fine, but didn't seem like anything special",the nipple part of the pacifier is fine but didnt seem like anything special  the shape of the area around the face makes for a great 34handle34 for baby to hold on to and yank the pacifier out  my daughter continually pulled out the pacifier and would get really upset so we quit using them,8/29/2015,0.8076839
64,US,5917281,R32PSTXBHIC7L7,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,5,0,0,N,Y,... went above and beyond to make sure I was satisfied. Thanks,all i have to say is wow for both the product and the seller my baby girl loves these and while there was a tiny misunderstanding which wasnt even that big of a deal this seller went above and beyond to make sure i was satisfiedbr br thanks,8/29/2015,0.9997955
65,US,39824225,R276A8JHY3995L,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby,5,0,0,N,Y,Great compact pacifiers,these pacifiers are compact orthodontic and my son took to them instantly i also love the carrying case that can be used to sterilize the pacifiers in the microwavebr br i wish they glowed a little more brightly and for a longer time they lose their glow after thirty minutes or so but its not a huge issue,8/29/2015,0.99183005
66,US,23440754,RG069FYKF0U2U,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,4,0,0,N,Y,these work great and are super easy to attach to a pacifier ...,hey these work great and are super easy to attach to a pacifier clip but they dont even kind of glow in the dark,8/29/2015,0.99166894
67,US,38035798,R2LHORKBRA09RO,B001KK6I8M,396695183,wubbanub infant pacifier - red dog,Baby,5,0,0,N,Y,Five Stars,the best,8/29/2015,0.9973259
68,US,19852922,R28NXUO2TRX9ZW,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Finally!  Success!,the only binky weve been able to get the little one to take,8/29/2015,0.9982455
69,US,49541958,R3R0UQWQOR8MDJ,B00BIFAEEI,955350284,dr. brown's prevent classic pacifier,Baby,5,0,0,N,Y,Five Stars,came fast item just as described,8/28/2015,0.8645559
70,US,14652622,RAV784AEUO7SA,B001AVMF10,833430714,"natursutten bpa-free natural rubber pacifier, rounded nipple",Baby,2,9,11,N,Y,Other brands are far superior,out of all the natural pacifiers out there this is my least favorite even when brand new the nipple would stick to the ring and my daughter 7 months would get frustrated because then she couldnt suck on the pacifier it also seems stickier in general than the other brands right out of he box its fine to use if im lying right beside her and can unstick the nipple from the outer ring but is a definite no go for bed time unless i want to get up often which who in their right mind does we have found much better success with the eco piggy it seems so much more high quality,8/28/2015,0.9995202
71,US,12790123,R3E7AL77KGTT8B,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,Favorite Binkie,our grandson started on this binkie while still in the nicu the monkeys weight keeps it pretty much in place  and because of its size it hasnt been misplaced or lost,8/28/2015,0.9998
72,US,14652622,R2MENJ5IB4AWC0,B003LVXSQI,717616351,ecopiggy rounded natural pacifier (1pk),Baby,5,6,8,N,Y,best one we've found,we have tried several other brands of natural pacifiers and this one is our favorite it seems to be of the highest quality smell the least weird though they all smell weird when brand new and have the best shape in fact this is the only one i have bought more than one of and i will continue to do so as needed stay away from natursutten the nipple sticks to the outer ring making baby really frustrated when they go to put the paci in their mouth,8/28/2015,0.97671515
75,us,32761553,r357c38jyv00lr,b00aho43bg,667171015,fctry - baby pacifiers,baby,5,0,0,n,y,who doesn't love a baby with a mustache,hilarious who doesnt love a baby with a mustache,8/28/2015,0.9975084
98,US,50661704,R17CIEP2M4146I,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,5,0,0,N,Y,Five Stars,great,8/28/2015,0.99957556
99,US,14633946,R398TDP4U486LC,B00ER74RGU,943205696,"billy bob baby pacifier, 3 pack",Baby,4,0,0,N,Y,Four Stars,good,8/28/2015,0.9966756
100,US,14942043,R33ZWKQXUQQDZ,B00A282SGO,574097816,"mam glow in the dark night orthodontic pacifier, unisex, 0-6 months, 2-count",Baby,5,0,0,N,Y,Love these!,we love these binkies they glow in the dark which is great i would note that they wont keep their glow all night long but they do for most of the night we keep a few of these in a bowl on the dresser so that i can just grab another one if the first one is 34lost34 in the bed at night i would recommend this product,8/28/2015,0.9939697
101,US,17428305,R25DMG4XWJJ3DE,B00URNO4GG,704366834,"mustache pacifier for baby boys 6-12 months (2pcs), dlux products baby funny gentleman appease & control your child- made of bpa-free, odorless & 100% food-grade silicone according to en 1400 & us cpsc standards - makes ideal gift!",Baby,5,0,0,N,Y,My son (3 mos old) loves these and everyone gets ...,my son 3 mos old loves these and everyone gets a kick out of seeing him with them in his mouth  theyre a hoot  just as durable as any other pacifier we use,8/28/2015,0.999199
102,US,34407698,R7LY1OIA4JT2L,B00IOGIE14,221535473,"mam love & affection orthodontic pacifier, i love mommy, boy, 0-6 months, 2-count",Baby,5,0,0,N,Y,Love them!!,my son loves these i had gotten the i love daddy ones at the store and was so excited to see the had the i love mommy ones too now we secretly slip one or the other in his mouth as a friendly competition,8/27/2015,0.9889681
103,US,18440567,R183JJT0CPS09X,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,1,1,N,N,I think these are the best,i have use these with 2 of my 4 children and am pregnant nowdue today actuallyand plan to use these againbr coming from a breastfeeding mom i personally am not too concerned with if it is 34orthodontic34 or not i know that sounds bad but this is why nipple confusion these closely resemble moms and also resemble how most breast milk bottles are shaped i dont let my babies hold on to a pacifier too long anyway so the 34orthodontic34 aspect doesnt really apply even if youre formula feeding most of the bottles like avent gerber or even medela and other popular brands of bottles are still shaped the samebr in the other reviews i read i saw a lot of moms have a problem finding pacifier clips or holders that fitbr heres a solutionbr i havent found any that hold these except the ones specially designed for soothies they have some by booginhead that have a loop you saddle tie through the holes on the base i personally dont care for these the way they suggest to use them the loop rubs against babys face and sits right where their mouth is wet just makes for a chapped face waiting to happen so my solution i used my husbands drill and drilled a hole in the tab and looped a booginhead through that im sure you could use anything to put the hold there if you do this make sure its a small hole and its low enough down to the base you dont have to worry about it breakingbr there are also some by bella tunno or ulububu that clips on the tab these dont hold too well but i guess its personal preference if you want a clip that slips or a loop that can chap dbr personally i think soothie should put a hole in the tab themselves  problem solvedbr so long and short of it i think these are the best,8/27/2015,0.99947995
104,US,8763331,R25SDKA4FJHMYA,B000ROME3U,772280665,"gerber nuk newborn orthodontic pacifier latex size1, colors vary",Baby,2,0,0,N,Y,Causes face rash,they are cute but there arent enough air holes  my baby gets rashes from these when used too long,8/27/2015,0.9879754
105,US,46898256,R1Z2PRKQW6QYYN,B00GVZ6BG0,224554568,jollypop pacifier 6 pack unscented,Baby,5,5,5,N,Y,It seems very sturdy and is made in the USA,this is the only pacifier my daughter will take and we tried seven different kinds the nipple on this pacifier seems to be a little shortersmaller than other pacifiers which i think is part of the reason she prefers it it seems very sturdy and is made in the usa which i really appreciate if you have tried other pacifiers and your child wont take them it is worth giving jollypop a try important to note i cannot find this in any stores near me so online ordering may be your only option,8/27/2015,0.99842465
106,US,37236064,R2NH9GDPZDEL9W,B00AHO43BG,667171015,fctry - baby pacifiers,Baby,5,0,0,N,Y,Bought this to go with infant tux for a wedding ...,bought this to go with infant tux for a wedding  little guy was a real hit  took lots of pictures to remember,8/27/2015,0.99118036
107,US,12647892,R2O1PZX3XZ9ZOF,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,Y,Four Stars,grandson likes them,8/27/2015,0.9990565
108,US,15368007,R2FCN5FV5F97WC,B0031VLRYI,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,Y,Five Stars,cant say enough good things about the wubbanub  wish it had a clasp to attach to clothing,8/27/2015,0.9997645
109,US,15801125,RRHADB6U5D4E1,B00BVUQF02,513520259,"mam newborn latex start orthodontic pacifier, girl, 0+ months, 2-count",Baby,3,0,0,N,Y,Not her faves...,our daughter does not seem to like these mam pacifiers as much as she seems to like the unisex mam newborn ones with the clear nipple cant say why as she cant tell me shes 3 weeks old but she very frequently spits these out or wont take them at all but is always receptive to and soothed by the clear bunnyheart combo ones cute colors and images though,8/27/2015,0.87273544
110,US,6246490,R139D5GYPAJDRZ,B0033WRT9W,934761232,"mam 2 pack trends silicone pacifier, 6 months",Baby,3,0,0,N,Y,Three Stars,the same designe i choose not recive  the one what i got is deffrinet ,8/27/2015,0.02666816
111,US,8763331,R3CVEQ5UE25IE9,B00B4DCZXM,364399161,"mam newborn start orthodontic pacifier, boy, 0+ months, 2-count",Baby,5,0,0,N,Y,Adorable and great for sensitive skin,most pacifiers gave my newborn a rash  these worked great with no rash,8/27/2015,0.9998425
112,US,8763331,R2AGH5OVT2ACNO,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby,5,0,0,N,Y,Best night pacifiers,baby loved them  they dont cause rashes  best part  easy to find at night without turning on the light,8/27/2015,0.999894
113,US,37562701,R1BGPCYL8W5VA1,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,3,5,5,N,Y,Not quite convenient and the creases are not very attractive,its a bit of an inconvenient game because you have to cut every single pacifier out also it just killed my ocd that the poster itself and many of the pacifiers are creased because the game comes folded in a package if youve spent so much time making the decor for your party pretty the creased game will detract from that having said that my guests really did enjoy playing this game you might be better off making your own prettier version of this game,8/27/2015,0.9991543
114,US,38123936,R3LVPU0EI7A8W1,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Y,I'm in love...and so is my baby!,this cute lil puppy paci has prompted so many adorable pictures i bought this after having to put pacis back in babys mouth when they fell out way too many times in a row i thought this would be a better alternative because the puppy could sit on her chest while the paci is in her mouth it does exactly that granted its not heavy so it can be knocked off but i wouldnt want it to be heavy  love it,8/27/2015,0.9819624
115,US,21999203,RTW8JH4X2T475,B00B8VXDBS,873727498,philips avent bpa free soothie pacifier,Baby,5,0,0,N,Y,Five Stars,the only paci my little one is willing to accept,8/27/2015,0.97888684
116,US,44136141,R3IISR5NZR7M5F,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,5,0,0,N,Y,Five Stars,love the glowing part in the night very useful in order not to wake up my little guy,8/27/2015,0.9997855
117,US,28234411,R3DF3KZPQAY5TF,B0081ZOWG4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1,0,1,N,Y,Hole in tip!,i could only use one of them because the other one had a hole in the tip which just caused my baby to suck in air  i noticed another buyer had this same issue  not impressed,8/27/2015,0.0027180354
118,US,14988471,R2M6JWR2M8J8O7,B00205JY78,981045906,personalized pacifiers pacifier,Baby,5,0,0,N,Y,Five Stars,thank you i received it today really cute,8/27/2015,0.97795343
119,US,12329956,R2MBPE42AL8HJB,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Baby,4,0,0,N,Y,"Functional, but don't buy them for aesthetic reasons",my baby really likes these pacifiers and the handle makes them easy to hold onto or attach to his clothes or ours if we are wearing him the designs dont last beyond several washings though and they dont glow in the dark im especially disappointed that feature doesnt work better because i ws excited to have some help when feeling around for a dropped paci in the dark while trying to soothe the baby back to sleep,8/27/2015,0.99963474
120,US,46882668,R2H5Z6KTXYVPDU,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,"the gave one to my son while he was in the NICU at UCSF and he loved it, it was easier to stay in his ...",these are a little pricey the gave one to my son while he was in the nicu at ucsf and he loved it it was easier to stay in his mouth he doesnt really use a binky now but still plays with it and its a fun thing to have around,8/27/2015,0.999899
121,US,13412403,RGW6HZB0F8EHG,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Five Stars,works for my newborn,8/26/2015,0.9986602
122,US,33642637,R1BUXLXR3JDCOO,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Y,My month old loves them and so do I because they're easy for him to find and put in his mouth,we have several of these my month old loves them and so do i because theyre easy for him to find and put in his mouth,8/26/2015,0.9978527
123,US,14563904,R1DWYYC1QWV7PJ,B00BVUQDYA,33280098,"mam pearl orthodontic pacifier, girl, 6+ months, 2-count",Baby,5,0,0,N,Y,We love our Mam pacis!,these pacifiers are gorgeous i know that sounds silly but they really are they are sparkly which is fantastic for anyones little princess i thought these were really cute in the picture but they are even better in person these are by far my favorite pacifiers just for the pictures on them alone all of the pacifiers we have in our house for our kiddos are mam we have tried many other pacifiers and none compare as far as quality cuteness and the fact that my kids preferred them,8/26/2015,0.9012043
124,US,34573038,RHT25183W91GO,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,1,1,N,Y,Great product - our baby loves it!,most parents know that not all babies will use just any pacifier  my 9 month old has consistently preferred avent pacifiers since he was a newborn  we switched to the next biggest size at 8 months and it took a little while for him to get used to it  he uses both the smaller and the bigger sizes now  i love the designs and different colors although i dont believe you can specify colors when you order through amazon,8/26/2015,0.99881256
125,US,536900,R14J1X32N8O6KU,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,3,0,0,N,Y,Three Stars,fun game,8/26/2015,0.9996803
126,US,2425333,RNG6UA952IQMN,B00B4DD0MC,28435092,"mam air orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,The Best!,we love mam in this house ive used them exclusively with 3 kids now best out there,8/26/2015,0.99917346
127,US,2425333,R3OZNWYPA6417Q,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,Wouldn't use anything else!,we love mam,8/26/2015,0.99878925
128,US,51548376,R3A7R5SLIU4JCL,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,2,0,0,N,Y,Two Stars,very cute bit tiny,8/26/2015,0.97674596
129,US,1990431,R2L6QTVHUOEB5S,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Very cute,love it its soft and easy for baby to hold on to,8/26/2015,0.9984518
130,US,13349835,R9QPNS02RQN7V,B00BVUQEWG,211963857,"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack",Baby,5,0,0,N,Y,Five Stars,baby loves it,8/26/2015,0.9968188
131,US,992950,RFPEDEJWHK71C,B00JS4DIKS,495764832,chicco pacifier soft silicone,Baby,5,0,0,N,Y,❤️,,8/26/2015,0.8916381
132,US,14683391,R2DJNNJPFZQZ8X,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby,5,0,0,N,Y,Great for nighttime,these are the best pacifiers for nighttime pacifier replacement glows all night after some exposure to light of course your baby has to like the mam style but thats simply an issue of preference,8/26/2015,0.9953471
133,US,41255395,RKZ7E8MZ81Z1F,B0097JPQ7M,920298244,wubbanub infant plush pacifier set,Baby,3,0,0,N,Y,Okay but you can find better ones,dont like that you cant take the pacifier off and sterilize it but other than this okay my daughter didnt care for it,8/26/2015,0.76829183
134,US,48851896,RAYT0H5MYNJIZ,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,4,0,0,N,Y,Perfect for baby,the only pacifier that my baby will use,8/26/2015,0.99597436
135,US,14639532,R11XQNQQHXVLE0,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Baby,4,0,0,N,Y,Tommee Tippee pacifiers are the only ones my baby will ...,tommee tippee pacifiers are the only ones my baby will use  i just wish you could choose the colors,8/26/2015,0.9919944
136,US,21843679,R1TOPQ9LYVWLEQ,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,Five Stars,so cute,8/26/2015,0.99966
137,US,48024651,R3L2XRVPW48ZH4,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,2,0,0,N,Y,Meh.,my baby didnt like those she likes the mam pacifiers instead,8/25/2015,0.95898455
138,US,18488126,R19YVWB63R7ISL,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,5,0,0,N,Y,Love these,our baby boy loves these its the same ones as the ones they provide in the hospitals he doesnt like any other kind it probably is because its the most similar to a mothers breast not sure why it is bpa free,8/25/2015,0.9983052
139,US,1593785,R9ANTZOZ8KVRL,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Baby,5,0,0,N,Y,These were too big for my baby's mouth at first ...,these were too big for my babys mouth at first but by 3 months it is his pacifier of choice my baby is breast fed and does not usually take a pacifier but at night he will or if he needs soothing in the car and this one does the trick,8/25/2015,0.99977964
140,US,35629296,R3U8H2JZK01ORC,B000ROME3U,772280665,"gerber nuk newborn orthodontic pacifier latex size1, colors vary",Baby,5,0,0,N,Y,Only pacifier that stays put.,i bought 4 kinds of pacifiers  this is the only one that stays in my 2 month old baby boys mouth  he loves it  im throwing all the other ones out  they just dont work for him,8/25/2015,0.91358346
141,US,26845242,R2MAKK4LLO8EFU,B00264YZNG,432096885,personalized pacifiers pacifier,Baby,5,0,0,N,Y,Five Stars,love it,8/25/2015,0.9985524
142,US,4452758,R2LP2MOF6R67VN,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,2,2,N,Y,We love it!,this is my second one my son loves them the monkey lays flat on his tummy which is why i like it will be buying another soon,8/25/2015,0.99743015
143,US,39571692,R2P984ZAWSXNP8,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,For my granddaughter. She has been raised on avent ...,for my granddaughter  she has been raised on avent pacifiers and bottles  her mother swears by this product,8/25/2015,0.9985127
144,US,51125997,R3FD4HXLLMNKQV,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1,1,2,N,Y,Not worth the money,um you can see inside the babies mouth also the baby is expecting food as it is the same shape as a regular bottle nipple babies mouth is wide open when sucking on this im not saying im just saying its weird and the baby didnt like it go to walmart and get any of the other 100 kinds same st,8/25/2015,0.20247513
145,US,20024419,RTQ7NXXDVJ0O6,B00AWT892A,995615099,"mam trends silicone orthodontic pacifier, boy, 0-6 months, 2-count",Baby,5,0,0,N,Y,I really like this particular brand of pacifiers,i really like this particular brand of pacifiers they are my sons favorite this brand has pacifiers 03 06 and 6 but i did not know that initially and got a few packs of 03 as we lose them constantly now i would just get 06 and later 6,8/25/2015,0.996172
146,US,17876890,R2X97G2665BLF4,B00CGF1WPO,464288222,mary meyer wubbanub infant pacifier,Baby,5,0,0,N,Y,Five Stars,super cute very soft and perfect size,8/25/2015,0.9996561
147,US,3446991,R5BTBQ3YZJEIB,B00I90HUQ0,935524314,"mary meyer wubbanub plush pacifier, monkey",Baby,5,0,0,N,Y,A welcome invention. I'm taking care of my new ...,a welcome invention im taking care of my new baby granddaughter and loving every minute didnt have these when raising my children and always looking for the pacifier wonderful,8/25/2015,0.9999796
148,US,28873231,RYRO12BSTMG87,B003YI4VIW,747068001,baby fanatic nfl team pacifier 2 pack,Baby,5,0,0,N,Y,Must have for Cowboy's fans,love it when my son walks around the house with this binkie in his mouth ,8/25/2015,0.99773383
149,US,46173590,R129FJQB145221,B00T2ZFDTC,365343975,tommee tippee every day pacifier 0-3 months 2 pack,Baby,5,0,0,N,Y,Five Stars,the only bunny my daughter would take,8/25/2015,0.9908853
150,US,45438967,R29OV6OSLX7VQC,B00005C0KD,451617076,gerber first essentials 2 pack soft center latex pacifier,Baby,5,1,1,N,Y,We like it. And i'm sure we will be reading ...,these work well for my son i dont think the shape is orthodontically approved but really would any pacifier be when you think about it we like it and im sure we will be reading every internet blog about how to get rid of these things any day now,8/25/2015,0.99980277
