,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
14,US,43393377,R1MTXPHNTE0OEM,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,3,3,N,N,"This device needs to be recalled, deaths are going to occur.",we are currently on the third microwave from lg the first microwave failed after 2 weeks  it took 2 weeks for lg to get us a new microwave  the next microwave lasted 11 months  it went out on thanksgiving we bought a 6900 off brand microwave it has worked perfectly for last 18 months the lg failed again after 18 months  lowes and home depot should replace microwave  reading the blog i have never had a brand of microwave failed this often  i am going to take lg to court  they have to know there is a major problem if so many failures yet they continued producing this worthless piece of junk  this appears to be another bean counter situation cheaper to give new machine and fix damage than recall product,8/26/2015,0.47555727
15,US,51425093,RR48906IDDC7R,B00NXRHIO8,692404913,samsung counter top microwave,Major Appliances,5,1,1,N,Y,... for about a week and so far it's been great; the microwaving powder is quite strong,had this for about a week and so far its been great the microwaving powder is quite strong but the grill plate is too high for some bulkier food that would be my only complain,8/25/2015,0.52472603
16,US,46888195,R3BRGLMPYWFS2N,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,1,5,7,N,Y,I only got to use the grill feature once and it was fun.,the microwave turntable and light would come by itself and sometimes when you closed the door  at first we were able to cook with the microwave but eventually it got to where i couldnt get it to cook no matter what we tried such as unplugging it and it would sit there rotating but not heating  so sadly we had to send it back  i only got to use the grill feature once and it was fun,8/25/2015,0.53615814
17,US,7686469,R1FB7BN6Z0L3XO,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,1,2,N,Y,This is a funny story.,this is a funny storyyears ago my husband found one of these cube microwaves at a garage sale for 2500  it was perfect for our daughter as she has an extremely small kitchen with very little counter space etc  recently i moved to a older home new home to me with lots of charm and very little counter space no room for an over the range microwave my new little whirlpool cube fits perfectly into the corner space of my new little kitchen  love it love it love ithowever 2500 would have been an easier price on the pocket book lol,8/24/2015,0.54540867
18,US,46694531,R3U4EMQXXN5ZWA,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,Love to nuke,good price has continued to work very well since december 2014 8 months my only recent complaint is that the glass carousel no longer seems to fit tightly over the plastic gear in the center it therefore makes a rattling sound as the gear turns i dont see what could cause the loose fit nevertheless the carousel does turn just not very quietlybr br otherwise great buy it is still easy to clean i love using the 1 2 and 3 settings for onetouch cooking times of 1 2 or 3 minutes i really like being able to turn the microwave on for 30 seconds by simply touching 34start34 one time some people have complained that the door is hard to open so that when the large 34open34 button is pushed the entire microwave moves but i have not had that experience i seldom use the programmed settings for vegetables popcorn potato etc i had a bad experience burning a minibag of popcorn  the microwave didnt sense a need to stop cooking however its fine for baking a potatobr br i do not understand the benefit of the rather extreme concave back to the interior which contributes to the 14 cu ft interior volume but the size is right for me regardless certainly this was the best buy on amazon for my purposes,8/24/2015,0.52121514
19,US,20673186,RCFH27W77OTPH,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,this is a great product. The size is perfect and it works ...,although it slides when you open the door this is a great product the size is perfect and it works greatbr br because of how my kitchen is designed i cant push my microwave against the wall  if you can then your microwave will not slide,8/24/2015,0.47297788
20,US,16397097,R2R63T6FP7G9JL,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,Four Stars,solid microwave for a good price,8/24/2015,0.6737726
21,US,12457810,RLQM6VC4WYV08,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,1,1,N,N,No timer,this microwave has every button in the world except a simple timer we used our microwave timer for everything its so stupid that a microwave this expensive doesnt include a basic kitchen timer,8/24/2015,0.5418729
22,US,14228362,R3YSEIBEK0XYT,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,5,0,0,N,Y,"Timely delivery, good product.",prompt delivery my microwave is back up and running,8/24/2015,0.6241805
23,US,42678211,R9HXJK5NX9IPY,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Five Stars,very attractive and useful mircorwave,8/24/2015,0.71660143
24,US,14546777,R14FJ9TGHJN8X8,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,Whirlpool WMC20005YW 0.5 cubic ft. microwave white,although only 5 it holds a nice size dish  i love that the controls are at the bottom counter space is limited so this is peer  would be great in a dorm room too,8/23/2015,0.5549468
25,US,13560534,R36FKD0RA85LD2,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,1,2,N,Y,Danby 1.1 cuft microwave good unit,unit is lighter than expected cooks as expected door latch is hard to push but not hard enough to move unit while opening light comes on as unit runs not as door opens buttons are convenient for cooking but read directions some difference to set power levels than other microwaves i have owned went with this unit due to reviews size and price,8/21/2015,0.5490435
26,US,1316798,RV08WAK7KQ5C8,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,1,2,N,Y,Five Stars,extremly satisfied,8/21/2015,0.75619733
27,US,16996448,RUMJPRPFJFIZ2,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,Worked well on Sharp Carousel II,worked well on an old sharp carousel ii microwave 1 can was enough for 2 coats first make sure you sand down and prime any rust spots so they wont show through,8/20/2015,0.5363064
28,US,42040790,R29HSQ1GJXRRXH,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Great purchase. The microwave does the job and was ...,great purchase  the microwave does the job and was a great price,8/20/2015,0.6264299
29,US,19768842,RRO2C7LNHYSSL,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,Five Stars,excellent results,8/20/2015,0.7466164
30,US,36581725,ROKWTKVHCUN0D,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Five Stars,works great product was as describer and delivered promptly and on time,8/20/2015,0.6150205
31,US,9939829,R23IP4R4VPCU7W,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,2,2,N,Y,Truckers Mucrowave,perfect for semi truck at 750 watts can run on1000 watt inverter,8/20/2015,0.5772908
32,US,38328350,R3ALDVS4RB8YJD,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,47,53,N,Y,Gap on the top right,i just received mine and when its running you can see the interior light shinning through a gap on the top corner not sure if this is normal or safe so ive submitted a question about it for now ill give it a 3 star review for looks and the slightly annoying bang the door makes when it closes pending any heating and an answer to my question ill update then im attaching pictures of the gapbr br update 9262015 well the gap doesnt seem to be a normal feature but it doesnt seem to affect the operation of the microwave oven in any way i mostly use it for heating up leftovers and it works great for that purpose have not tried it for any serious cooking the loud door is far more tolerable now after a few uses barely noticeable updating my review to 4 stars wont do five only because of that gap,8/19/2015,0.48856074
33,US,30384634,R7LFUNGK7ZW6L,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,Y,Five Stars,works well with proper preparation,8/19/2015,0.6942124
34,US,33685362,RYUZHTA87W6I9,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,3,0,1,N,N,I'm an IDIOT,i am giving three 3 stars because i have to  in order to get this message onto the page i must rate the product  well  this is a first and morethanlikely my last attempt to rate a product before receiving iti have the older sharp model  r410lw  it is no longer if ever listed on sharps pages for repair oem  well i am guessing and ordering this  34rmotda252wrzz34 however my burned up sharp motor is  34rmotda264wrzz34  but im thinking that the rpm 3 three is the same 60hz is the same120 vis the same2wis the sameso ill maybe be losing money on this part but the same one is 3600  wish me  stupidi know,8/19/2015,0.48931104
35,US,47830216,R2UQX5X29O3ICI,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,But it fits where we wanted it just perfect and we like the looks,we ordered it for a boat that we are rebuilding not real sure how its going to work yet but it fits where we wanted it just perfect and we like the looks that is about all i can tell you at the present time  terry,8/19/2015,0.52102417
36,US,34078104,R3MSBQ3L6OIFIP,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,Major Appliances,5,0,0,N,Y,Five Stars,good,8/18/2015,0.7624927
37,US,52830657,RPR2PCYD8LDEM,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,It's pretty powerful. It looks as if there are many ...,needed one in a hurry and my teen bought this its pretty powerful it looks as if there are many brands that are actually this same machine,8/18/2015,0.5218067
38,US,48862363,R17Z5LA3XNPOSX,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,0,1,N,Y,What a great unit! Took some fiddling to install but the ...,what a great unit  took some fiddling to install but the unit itself is really very nice,8/18/2015,0.5863959
39,US,13408354,R1V1MIFZU32A97,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,3,3,N,Y,The fabuous whirlpool mini!,i had found a small blue cube micro wave some years ago  after 16 years of service it finally wore out  i love the cube shape and took a risk on ordering this little gem  i couldnt be happier  it is the great same size the outside is fabulous and it has more power than the last microwave would not hesitate to purchase this again totally worth the price,8/18/2015,0.5451294
40,US,43476708,R33HSAVWTVNLG6,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,0,1,N,Y,Five Stars,love lg products got product in a timely manner,8/18/2015,0.61929286
41,US,43776930,R37VRG2JRLUORR,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,2,2,N,Y,"Nothing special, but fits the bill.",works well enough for my purposes just the right size i dig the 1 touch feature for 30 seconds start and minutes number buttons its also good that it has the removable glass rotator thingy what brings the star count down are the button sizes themselves  super tiny and the handle while this microwave is nice and light and the door seals well that doesnt make for a good combination for opening the door so i have to hold one side to apply opposite pressure to open the door i think this could be solved with some super rubber feet but i shouldnt have to add them myself,8/17/2015,0.5138202
42,US,2200793,R1UFH7URKHIN3E,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,1,1,N,Y,Received defected item,came in brand new package but item doesnt work at all,8/17/2015,0.56244254
43,US,43357025,R3M0JKAJ6MB493,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,1,N,Y,but it heats quickly and is very easy to clean,you cant use the 34cook34 feature with a timer going on the machine but it heats quickly and is very easy to clean,8/16/2015,0.60175526
44,US,47563179,RE5FI6X7K940Q,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Five Stars,got it sooner thank you,8/15/2015,0.67120665
45,US,52927350,R4IVJK585QSVN,B000W3JHHM,943347999,pem31smss ge profile spacemaker countertop microwave oven stainless steel,Major Appliances,4,0,0,N,N,This has been a good microwave for us,this has been a good microwave for us sure the paint has peeled inside but for us it was only after 23 years i just scraped it off it is not needed for cooking the thing that we really like is that the styling on the front completely matches our jennaire stove right below it cooking wise it has been fine and heavily used for many years it is now reaching end of life and i am struggling to find a replacement that fits the space and matches the stove,8/15/2015,0.5257408
46,US,45699801,R191WJ8DHZTEB3,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,6,9,N,Y,it looks like it is cooking but the water is at room ...,it came slightly damaged but main problem is that it does not heat at all in any functions  i have tried to heat a cup of water with microwave express it looks like it is cooking but the water is at room temperature after 30 seconds  then i have tried all the functions and none of them work  the surface light and the vent fan works fine  i really should try it before i install it  now i have all the trouble to remove it and install another onebr br i order it from amazon and contacted both the seller home care company  since it is saturday so i will have to wait up to two working days to to get a respond from home care company  i am not sure what will happen but i am not recommend to buy this product or buy it online,8/15/2015,0.48587108
47,US,21251181,RX0KIGMX2MNAG,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,0,0,N,N,So far so good!,3yrs and counting so far so good,8/13/2015,0.6982486
48,US,9762969,R33QQZWE5WZ1MK,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,5,1,1,N,Y,Easy install.  Looks great.  Works great.,lighter than the ge one it replaced  easy simple to use touchpad  installation was easy and i am not the best when it comes to installation of appliances  i usually pay someone but the previous reviews indicated it was simple and they were right  you just need 2 people when you are ready to lift it up and hang it in place,8/13/2015,0.5361442
49,US,33552683,R2XD9H8S4VPDDT,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,3,4,N,Y,"Great microwave, I would purchase again.",install was really easy and the microwave looks and works great the buttons are really touch sensitive and it seems to clean very easily,8/13/2015,0.58749145
50,US,15901046,R2OXNE998ILXLZ,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,0,0,N,Y,Amazon reviews were misleading.,one of my worst amazon purchases i hate this microwave and deeply regret purchasing it  it is giant and heavy sits crooked on a flat surface and heats food unevenly  you can get way better for less money  shocked because usually amazon reviews are so spot on,8/12/2015,0.4990814
51,US,32907120,R1CXMZHGT72D65,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,5,0,1,N,Y,Five Stars,just installed it  that part was easy,8/12/2015,0.6586801
52,US,121139,RUXO2SYPJHRAR,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,N,Pretty good so far. . .,after having read reviews for more expensive upmarket brand microwaves like lg and panasonic we went to our local canadian wal mart to see what they hadbr br the first thing i noticed about this one is that it is completely stainless steel front and back outside and inside all around it looks like a professional food service microwave to me the stainless steel interior is easier to clean than a white painted onebr br we have heard that microwave ovens dont last like they used to we have one low quality unbranded otr one in a mobile home at the moment which was new in 1995  still working as well as it ever did and another lg 900 watt in an rv from 2004 also a good runner at this writing july 2013br br we didnt want to spend a lot of money if the microwave was only going to last a couple of years well with this danby we have a two year replacement warranty if it dies before its time we either get a new one or a refund of the money we spent on this one fair enough i thou read more,8/11/2015,0.49105042
53,US,13920155,R1DDJOZCYZBOT9,B00009V3X6,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,Major Appliances,5,2,3,N,Y,I couldn't enjoy our travels in our RV if I didn't have ...,i couldnt enjoy our travels in our rv if i didnt have my sharp convectionmicrowave oven i just love it ,8/11/2015,0.5789305
54,US,42272630,R2A9T9J3IZ5H5E,B002I9QFNC,838179571,hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless,Major Appliances,1,6,6,N,N,Won't be buying Bosch again...,ive had this microwave for 10 months and already the handle broke apparently like everyone elses  dealing with the bosch customer service group has been horriblerequired like 8 phone calls to get a replacement part ordered under warranty and then they wanted 99 for a tech to install it  i finally convinced them to just send me the part for free so i could install it myself  after removing the plastic trim from the inside discovered that the screw holding the top part of the handle is behind a metal piece that seemed impossible to remove  i just drilled through the metal and was able to get it done  whew,8/10/2015,0.52875656
55,US,35553621,R3EPBXK1X7BZDI,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,Y,Excellent Microwave -- does the job!,excellent product  does the job  i have one in my home and when an older overthestove unit failed in a rental i immediately ordered another  a few things are tricky in the install but were easily and quickly resolved  tenants happy im happy  in this case the older unit had limited functionality the whirlpool has several features new to them that are real benefits,8/10/2015,0.49950948
56,US,39828584,R1HFUJLGGZLA2X,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,0,0,N,Y,Five Stars,love it,8/9/2015,0.75502986
57,US,12284007,R1SGRCSYQEMI0F,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,5,0,0,N,Y,Great drawer microwave,we really like the look of this microwave we used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen we have never had any issues with it it is classy looking large enough for a casserole dish and heats well,8/9/2015,0.57205635
58,US,17681666,R198VUDI60EYSE,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,4,4,N,Y,microwave worked fine when I bought back in March '15,microwave worked fine when i bought back in march 15 then a few days ago it would not turn on will not buy danby microwaves again,8/9/2015,0.4644418
59,US,15944240,R2VDH787K2ZDVS,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,2,3,N,Y,to the point where it's annoying. If I had known this before I purchased ...,when you close the door it is very loud to the point where its annoying if i had known this before i purchased it i would have bought a more expensive one to not deal with the noise every time it closes the plastic covering the buttons is already ripping had it for less than a year other than that it works fine,8/9/2015,0.54339457
60,US,11216874,RJSZGT70TBDBX,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,Y,Still in the box,purchased this for college student and it has not been used yet still in the original box looks nice however,8/9/2015,0.5541242
61,US,24044335,R1LKTKXR8G1437,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,0,1,N,Y,Five Stars,awesome,8/9/2015,0.7548537
62,US,5679534,R2UDBTRZJPU09T,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,0,N,Y,but it is a little slow and worse of all it has no way to quickly add ...,microwave and reheat function works well but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute you must always either select a mode or manually enter the cook time before starting,8/8/2015,0.50284404
63,US,2715832,R2487ZJ2GCE02N,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Five Stars,very good item,8/7/2015,0.7390177
64,US,16496840,R33PO0Y4KJSRIB,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,Love it!,i was reluctant to get a microwave because of limited counter space that i have in my tiny apartment so i talked myself out of not needing a microwave but then i realize how convenient it is to have one and found this one thats just the right size thats when i knew i had to get it but dont let its size fool youit can fit a full sized dinner plate five star for sleek design and function love it,8/6/2015,0.57603437
65,US,16779914,R32U84HFYW9RAB,B004ZUWBVW,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,"Great price, great microwave",the microwave does what its supposed to do and is easy to use i like the express settings so when you press any single digit it automatically puts in that amount of minutes it is great for urban kitchen needs for smaller kitchens doesnt take up too much space or for bringing up flights of stairs it is nice and light really compact heats up food well great for the price,8/6/2015,0.59135914
66,US,18164108,R243KI1FG0AU9V,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,2,2,N,Y,Very good but smelly,our microwave was working fine but had a number of rusty spots  i cleaned the inside really well and sanded the spots to bare metal  there was enough paint in the can to cover the spots as well as put a light layer on the remainder of the interior  ie to give a uniform color appearance  the only issue is that it took a week for it to air out  you could still smell it a couple of weeks later  but eventually it went away  overall im happy  the 10yr microwave continues to work well and now it looks nice again too,8/5/2015,0.5503908
67,US,37140085,R2WZZTZYTMETND,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,2,2,N,Y,A real beauty!,what a beautiful micro  i love it  works great,8/5/2015,0.6893237
68,US,13834456,R3E7YAWJUADFEN,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,Very satisfied,for the low price it works very well compact and nice looking,8/5/2015,0.640727
69,US,16390693,R2DJ78G40RCH9Z,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,0,0,N,Y,excellent!,excellent i love the shape and size perfect for a small kitchen,8/4/2015,0.6277361
70,US,41449260,RN8OH8WQQAE3Z,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Better than expected!,had not heard of this brand was a little unsure about purchasing  really nice looking and very quiet  great value,8/4/2015,0.6151462
71,US,38581912,R1J4VBBQ7CY8LY,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,1,4,6,N,N,Whirlpool has turned into garbage,after only two years of owning this microwave it started arcing when started i looked into replacing the hv diode and the hv capacitor but those parts were damaged because the magnetron went bad it was cheaper to replace the whole microwave than order parts and fix myself truly disappointed in whirlpool and their products the matching whirlpool gold french door fridge we bought at the same time just had almost 1000 worth of repairs after only two years these are cheaply made disposable pieces of garbage,8/4/2015,0.4721784
72,US,1103910,RRC3S9SHXY1XP,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,0,0,N,Y,Five Stars,very good,8/4/2015,0.7583357
73,US,35729606,R2S6C5PBXVCHFD,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Five Stars,this is the best most efficient little microwave we have ever had,8/4/2015,0.5739907
74,US,993508,R1RCBMXTERHOHJ,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,0,1,N,Y,Five Stars,easily installed it is both attractive and operates easily,8/3/2015,0.6380258
75,US,14065351,RTRM5DKF96E9D,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,Y,This is the perfect size for the space we have and I think ...,this is the perfect size for the space we have and i think its the only one that will fit and good quality,8/2/2015,0.5249446
76,US,17321040,R32N9OYUHZYHKB,B00NG0FP7E,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,2,21,22,N,Y,Not very happy with the new design,i had the older version 2083st and it stopped working so i replaced it with this microwave  has identical size and older model does not existbr br two aspects were problematic from the prior model  one of the mounting screws was located in the wrong position thankfully the wall bracket and one of the screws aligned perfectly so had to drill one more screw however the two screws are not symmetrical ie the distance from the sides of the microwave are different this is bad engineering as the center of gravity is not the centerbr second the interior is grey so we cannot be see the food cooking moreover the bottom of the outside panel is tinted or black so unless you are 6 ft tall you cannot see the very dark interior with very small lightbr further the microwave arrived with the mounting bracket which was located at the top of the microwave carton bent thankfully we had the older one we did not have to use itbr overall disappointed with lg design and there is no backward compatibility with older models,8/2/2015,0.5270041
77,US,36366886,R39MLY03O5BEIB,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,Y,Four Stars,i wonder if they will ever produce a microwave that only beeps once,8/2/2015,0.5259093
78,US,197189,R24L0SMFBBZ6HY,B00NQFSSWS,692404913,samsung counter top microwave,Major Appliances,5,0,0,N,Y,Five Stars,i m happy with it,8/1/2015,0.71744466
79,US,20539817,R30L6DPZXQ6JDR,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,Y,Looks great. Works great,looks great works great ive been using it since may probably daily and havent had any issues at all its stainless on the inside as well so it wipes clean easily food and beverages seem to heat evenly great deal,8/1/2015,0.5556059
80,US,16297085,R3B1AXP92P40OK,B00NN136NQ,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",Major Appliances,5,0,0,N,Y,Five Stars,love the versatality of this oven,8/1/2015,0.6772063
